REVIEW_NUM,CENTER_ID,MEMBER_ID,REVIEW_CONTENT,REVIEW_RATE
98,51,1,양천도서관 옆 사경센터 3층에 있어서 처음에 찾을땐 어려웠지만 넓고 쾌적해서 이용하기 편리합니다.,
99,53,1,선생님 덕분에 원하는 곳으로 이직합니다. 합격 연락받구 신체검사까지 받았습니다. 이제 7일 출근하기전에 송도쪽 집 알아보는 중입니다. 감사합니다 :),
100,53,1,"저는 약 2주전에 이력서 첨삭을 받았어요. 상담사분이 나이있으신 여성분인데, 요즘 취업시장이나 기업 직무에 대해 저보다 모르시는 것 같았어요.맞춤법(..)위주로 거의 봐주시더라구요. 학생이라고 은근슬쩍 말 놓으시고, 압박면접처럼 좀 말꼬리 잡으시고.. 기분 나쁜 말투로 하시더라구요. 처음 봤는데 왜 그러시지? 싶었어요. 차라리 현직자 분께 첨삭을 받으시거나, 4년제 대학생이시면 학교 취업센터 도움 받으세요. 제발.",
101,53,1,저 여기서 두차례 무료 영어취업수업 들었었는데요. 정말 도움 많이 받고 얼마되지 않았지만 현재 취업해서 즐거운 직장생활을 하고 있습니다! 면접준비도 잘 되었구 무료 음료까지 제공해 주셔서 감동백배! 더군다나 수업 시에 면접 전화가 왔다고 이야기 하니까 모두 박수쳐주시면서 힘내라고 응원해 주시고... 아.. 정말 눈물이...(잠깐 닦고 갈게요) 이런 좋은 수업 개최해 주셔서 정말 감사드려요ㅠ,
102,53,1,"	좋아요",
103,53,1,예약했는데.. 어떤 안내도없이 예약취소되었다고 문자가오네요.. 참으로 불친절..,
104,59,1,지금 예약가능한 날이 하나도 없는데 혹시 예약은 매주 무슨요일에 열리나요?,
105,59,1,취소기준이 뭔가요?설명도 없이 예약하면 그냥 취소인가요?,
106,59,1,승인이 왜 안나나요?,
107,59,1,"여기 분명 무료라고 해서 예약하고 갔습니다. 예약 되었다고 문자도 받았었구요... 근데 제가 좀 늦어서 먼저간분들이 확인해보니, 당일날 예약 안되어 있다고 했고, 요금도 지불 했습니다. 이번주에 다시가서 제가 얘기하니까 잘못계산된거라고 하더군요. 다시 안갔으면 몰랐을것 같네요. 서울시 일자리 카페라고 이름달고 하시면서 너무 안일하게 운영하시는거 아닌가요??",
108,59,1,"	안녕하세요 날짜 예약이 안 되는데요, 혹시 코로나 때문에 운영 안 하시는 건가요??",
109,59,1,"	안녕하세요, 11월달에 예약을 하고 싶은데 날짜 예약이 안되네요ㅠㅠ 혹시 코로나 때문에 이번 달에는 운영을 안하시나요?",
110,59,1,12월에는 예약이 불가능한가요?,
111,59,1,"안녕하세요, 12월 예약하고 싶은데 아직 예약이 안되는거같아요. 언제쯤 가능할까요 ?",
112,59,1,안녕하세요 혹시 4월 예약은 불가능한걸까요?,
113,59,1,지금 예약은 안되나봐요..?,
114,59,1,8월 예약 다 찬 건가요?,
115,59,1,지금예약불가한가요?,
116,59,1,"	5월은 예약이 불가능한걸까요?",
117,59,0,사장님이신지 알바인지는 모르겠는데 친절하시고 민트차가 좋았어요,
118,59,0,시간을 오버해서 써야 했는데 시간 조정 잘 해주시고 공간도 쾌적해서 좋았습니다.,
119,59,0,굿 저렴해요!,
120,59,0,깔끔하고 쾌적해요 근데 좀 춥네요,
121,59,0,깔끔하고 친절해요! 완전!,
122,59,0,"실습을 위해서 공간대여를 했는데요.
지하인데도 조용하고 분위기 좋고 괜찮았습니다.
종로에서 모임이 있게 되면 여기를 찾을께요^^",
123,59,0,지하2층이라 지하철 지나갈때 울림이.... 그리고 스터디룸 벽이 유리라서 카페소음 다 들려요ㅠㅠ 그것빼곤 쾌적하고 있을거다 있고 가격도 저렴하고 그래서 두번 갔습니당,
124,59,0,굿,
125,59,0,공간도 넉넉하고 방도 많아서 모임 잘 가졌습니다. 커피랑 같이 먹을 빵이나 쿠키 같은 것이 많았으면 더 좋았을텐데 쪼금 아쉬웠어요,
126,59,0,굿,
127,59,0,"혼자 조용하게 노트북작업을 하거나 회의나 모임때도 완전 좋습니다~
스터디룸 가격 너무 착하고 음료도 좋구요
강추합니다!",
128,59,0,"서울역회의식 2시간 4.5 인데
클라이언트와 미팅을 저렴하게 잘했어요
부장님들 이런 곳도 있냐며 신기해하셨음 ㅋㅋㅋ
다음에 또 이용 의사 58000%",
129,59,0,좋아욤,
130,59,0,공간 좋아요! 지하임에도 쾌적하고 방음 잘되고요!!굿,
131,59,0,관리가 잘 되어있어 깨끗합니다. 조용한 곳에서 스터디하거나 면접보실 분들께 강력하게 추천드려요~,
132,59,0,"깨끗하고 조용하고 좋았어요.
다음 모임도 예약할 생각입니다.",
133,59,0,"너무 좋았어요! 역이랑도 가깝고, 시설도 좋았어용
빔프가 좀 흐리게 보인다고 사장님께서 친절히 대형 티비도 갖다주셨습니다 ㅎㅎ
화장실도 깨끗하고 ㅡ, 정수기도 있고, 개별 냉난방 되고 책산, 공간 너비 등 대체로 모두 만족스러웠습니다~!
20인실 3시간 9만원에 대여했는데 12명이 쓰기에 넉넉한 공간이었어요 ㅎㅎ 추천합니다",
134,59,0,"넓찍하고
프라이빗하게 사용하기 좋아요",
135,59,0,저렴하고 좋네요 ㅎㅎ,
136,59,0,직원분 친절하시고 분위기 좋아요. 감각적인 인테리어도 굳!,
137,59,0,깔끔하고 넓어서 좋음,
138,59,0,굿,
139,59,0,깔끔하고 좋아요,
140,59,0,공간 조용하고 깨긋하고 좋아요 위치도 굿,
141,59,0,굿,
142,59,0,자주 이용하는데 넘 좋습니다,
143,59,0,깔끔하고 안정감 있는 분위기. 차분한 논의하기 좋은 공간이었어요.,
144,59,0,"친절하게 안내해주셨어요.
공간도 깔끔하고 모여서 작업하기도 좋은 곳이에요.
종로 근처 스터디카페로 추천합니다.",
145,59,0,ㄱ,
146,59,0,굿,
147,59,0,시간도.공간도 시설도 여유로울수 있어서 좋았습니다.,
148,59,0,조용하고 깔끔하고 스터디모임하기 너무 좋아요. 또 이용하겠습니다~,
149,59,0,깔끔하고 좋아요~,
150,59,0,아이좋아 최고~,
151,59,0,"종로3가역이라 교통의 요충지여서 모이기 좋은 위치입니다. 내부 시설 괜찮고, 외부음식 반입은 안되지만, 카페가 있어 주문해서 마실 수 있고, 정수기 물도 마실 수 있어요. 구비된 컴퓨터와 모니터로 따로 노트북 안가지고 가도 되어서 좋습니다.",
152,59,0,서울 중심가라 대중교통 이용해서 오기도 좋고 장소도 쾌적해서 매월 독서모임 하고 있어요,
153,59,0,주말에 고객님과 세무상담 하느라 2시간 이용했는데 쾌적했습니다. 다음에 또 이용할 것 같아요. 번창하세요~^^,
154,59,0,깨끗하고 단체 스터디하기 좋아요. 다만 옆방에서 머하는지 보이는 투명문 구조입니다~,
155,59,0,"모임하기에는 이만한 곳이 없는 듯 합니다.
가성비도 좋네요~",
156,59,0,카페 + 스터디룸 구조의 카페에요 사장님이 친절하시고 모임이나 스터디 하기 좋은 실내 구성입니다,
157,59,0,조용하고 깔끔했습니다,
158,59,0,두번째 사용 이었습니다. 사용 할때마다 만족하고 있습니다. 다음에 또 이용 하겠습니다.,
159,59,0,"방음이 안 되네요... 옆방소리, 까페소리 다들려요ㅠㅠ 조용한 곳 찾으신다면 비추... 카공족은 여기 추천합니다. 가격도 저렴하고 나머지는 편리하고 좋아요.",
160,59,0,굿굿,
161,59,0,깔끔하고 좋았어요. 또 올 것 같아요. 직원 분 친절하세요.,
162,59,0,"화상면접 봐야하는데 집으로 갈 시간이 되지 않아서 급하게 빌렸는데 좋았어요!
공부할 때도 정말 좋을 거 같았답니다.
개인적으로 조용히 쉬고 싶을 때나 컴퓨터로 뭔가 보고 싶을 때 이렇게 같이 방 빌려도 좋을 거 같아요ㅎㅎ!",
163,59,0,친절하고 스터디룸이 잘되어있어요,
164,59,0,정말 좋습니다!,
165,59,0,깔끔하고 가격도 저렴해서 너무 좋아요!,
166,59,0,직원분 친철합니다. 룸이 쾌적하고 와이파이 잘 됩니다. 난방도 잘 됩니다. 역에서도 걸어서 금방이라 자주 이용할게요.,
167,59,0,친절하시고 쾌적하고 넓고 모두 좋습니다.,
168,59,0,공간도 넓고 항상 만족하고 있습니다.,
169,59,0,깔끔하고 좋아요,
170,59,0,쪼아요쪼아요,
171,59,0,친절하시구 시설도 괜찮아요!!,
172,59,0,"P가오나
Noon이오나
Tal려갑니다",
173,59,0,조용하고 깨끗하고 사장님이 상주하시면서 관리해주시니 좋아요.,
174,59,0,엄청 깨끗하고 쾌적해서 좋았습니다!!,
175,59,0,너무 좋아요...♡,
176,59,0,"시설 만족스럽고,노트북 젠더도 챙겨 주셔서 잘 사용하였습니다. 친절한 응대 해 주어 다음에도 꼭 이용하겠습니다.",
177,59,0,단골 돼버렸어요 스터디 장소로 굿,
178,59,0,지하철이 옆으로 지나가는 듯 진동과 소리가 좀 들려요. 하지만 가격이 너무나 합리적이라 전 또 방문할겁니다 ㅎㅎㅎㅎ,
179,59,0,"만족스럽게 스터디하고 잘 이용했습니다.
다음에도 이용 예정입니다",
180,59,0,Love this place. always the best!,
181,59,0,최고요~!!!,
182,59,0,조용하고 저렴하고 시설도 좋았어요.,
183,59,0,원래 주변에 다른 스터디카페 이용하다 어제 처음 갔었는데 장소 넓고 또 관리하시는 매니저님 친절하셔서 쾌적하게 잘 사용하다 갔습니다 다음에도 또 이용할 예정입니다 ^^,
184,59,0,친절하시고 저는 장소가 너무 마음에 들었어요^^,
185,59,0,친절해요,
186,59,0,good,
187,59,0,다 좋은데.. 마지막 타임은 건물 문 닫는 시간과 맞물려 있어서 시간을 다 사용할수가 없네요. 아쉽습니다.,
188,59,0,프로젝트 모임 때문에 예약했는데 가격도 저렴하고 조용하고 좋습니다.,
189,59,0,괜찮아요,
190,59,0,조아요,
191,59,0,회의하기 좋아요,
192,59,0,직원분 친절하구 넓고 깨끗하고 무엇보다 저렴!,
193,59,0,좋아요,
194,59,0,서울에서 회의할 수 있는 공간을 저렴하게 대여해서 좋아요!,
195,59,0,"가성비도 좋고 깨끗하고 좋습니다.
또,예약했네요.",
196,59,0,근처에 비교적 저렴하게 모임할 수 있어 좋아요,
197,59,0,바닐라 라떼 맛있어요~~,
198,59,0,바닐라 라떼 맛있어요 스터디카페 이용하기 편해요,
199,59,0,"회를 위해 사용했는데 시끄럽지 않고 화이트보드와,
PPT사용 가능한 시설도 좋습니다. 가성비 좋아서 다시 올 겁니다~^^",
200,59,0,좋아요,
